run_id,trade_index,source,ticket,module,type,open,close,lots,openPrice,closePrice,pl,equity,return_pct,peak_return_pct,dyn_peak_pct,campaign_score,checkpoint_hit,state
83aebd677a7f,10,all_closed,10,PULLBACK,BUY,2022.08.09 16:10,2022.08.09 17:58,1.64,1798.18,1792.02,-743.93,73718.59,5.31,6.81,6.81,5,true,PROTECTING_PROFIT
83aebd677a7f,11,all_closed,11,PULLBACK,BUY,2022.08.10 12:00,2022.08.10 15:29,2.83,1792.53,1788.99,-739.94,72978.65,4.26,6.81,6.81,4,true,PROTECTING_PROFIT
83aebd677a7f,12,all_closed,12,PULLBACK,BUY,2022.08.11 15:00,2022.08.11 18:08,2.03,1795.05,1790.16,-731.75,72246.90,3.21,6.81,6.81,4,true,PROTECTING_PROFIT
83aebd677a7f,13,all_closed,13,MOMENTUM,SELL,2022.08.22 10:00,2022.08.22 11:36,2.12,1742.27,1733.91,1296.01,73542.91,5.06,6.81,6.81,5,true,PROTECTING_PROFIT
83aebd677a7f,14,all_closed,14,MOMENTUM,SELL,2022.08.22 16:00,2022.08.22 16:35,1.38,1730.48,1737.74,-737.22,72805.69,4.01,6.81,6.81,5,true,PROTECTING_PROFIT
28370740012f,1,all_closed,1,PULLBACK,SELL,2022.10.11 11:00,2022.10.11 14:59,1.57,1664.73,1670.81,-702.75,69297.25,-1.00,0.58,0.58,3,false,ACTIVE_CHALLENGE
28370740012f,2,all_closed,2,PULLBACK,SELL,2022.10.13 10:00,2022.10.13 10:58,2.11,1667.65,1672.13,-696.87,68600.38,-2.00,0.58,0.58,4,false,ACTIVE_CHALLENGE
28370740012f,3,all_closed,3,MOMENTUM,SELL,2022.10.19 10:00,2022.10.19 10:53,1.51,1640.97,1647.15,-686.93,67913.45,-2.98,0.58,0.58,4,false,ACTIVE_CHALLENGE
28370740012f,4,all_closed,4,MOMENTUM,SELL,2022.10.19 14:00,2022.10.20 17:20,0.28,1633.16,1641.19,-168.68,67744.77,-3.22,0.58,0.58,4,false,ACTIVE_CHALLENGE
28370740012f,5,all_closed,5,MOMENTUM,SELL,2022.11.03 14:00,2022.11.03 16:49,1.15,1619.64,1627.65,-677.47,67067.30,-4.19,0.58,0.58,4,false,ACTIVE_CHALLENGE
cf2b9958e39b,1,all_closed,1,PULLBACK,BUY,2023.01.09 14:00,2023.01.11 10:49,1.60,1873.20,1885.12,1173.65,71173.65,1.68,1.68,1.68,4,false,ACTIVE_CHALLENGE
cf2b9958e39b,2,all_closed,2,PULLBACK,BUY,2023.01.11 12:00,2023.01.11 14:12,1.79,1884.78,1879.36,-714.98,70458.67,0.66,1.91,1.91,5,false,ACTIVE_CHALLENGE
cf2b9958e39b,3,all_closed,3,PULLBACK,BUY,2023.01.12 15:00,2023.01.12 15:30,1.98,1887.60,1882.77,-705.21,69753.46,-0.35,1.91,1.91,4,false,ACTIVE_CHALLENGE
cf2b9958e39b,4,all_closed,4,PULLBACK,BUY,2023.01.12 19:00,2023.01.13 17:43,0.22,1892.77,1913.75,322.81,70076.27,0.11,1.91,1.91,3,false,ACTIVE_CHALLENGE
cf2b9958e39b,5,all_closed,5,PULLBACK,BUY,2023.01.18 11:00,2023.01.18 19:04,1.34,1912.37,1905.27,-700.38,69375.89,-0.89,2.00,2.00,2,false,ACTIVE_CHALLENGE
cf2b9958e39b,6,all_closed,6,MOMENTUM,BUY,2023.01.24 10:00,2023.01.24 15:47,1.30,1940.56,1933.33,-691.90,68683.99,-1.88,2.00,2.00,3,false,ACTIVE_CHALLENGE
cf2b9958e39b,7,all_closed,7,MOMENTUM,BUY,2023.01.31 20:00,2023.02.01 22:41,0.74,1929.79,1952.51,1180.22,69864.21,-0.19,2.00,2.00,3,false,ACTIVE_CHALLENGE
cf2b9958e39b,8,all_closed,8,MOMENTUM,BUY,2023.03.17 17:00,2023.03.17 20:51,0.76,1962.42,1984.96,1254.80,71119.01,1.60,2.00,2.00,5,false,ACTIVE_CHALLENGE
cf2b9958e39b,9,all_closed,9,MOMENTUM,BUY,2023.03.23 16:00,2023.03.27 01:06,0.75,1984.24,1971.42,-810.75,70308.27,0.44,3.10,3.10,3,false,ACTIVE_CHALLENGE
