run_id,trade_index,source,ticket,module,type,open,close,lots,openPrice,closePrice,pl,equity,return_pct,peak_return_pct,dyn_peak_pct,campaign_score,state
542cde482f1b,5,trace,12,PULLBACK,BUY,2025.11.11 16:35,2025.11.11 17:22,0.14,4125.25,4107.58,-182.02,73475.16,4.96,6.58,6.58,4,PROTECTING_PROFIT
542cde482f1b,6,trace,13,MOMENTUM,BUY,2025.11.12 19:00,2025.11.13 20:32,0.31,4196.68,4164.73,-792.25,72682.91,3.83,6.58,6.58,4,PROTECTING_PROFIT
542cde482f1b,7,trace,14,MOMENTUM,BUY,2025.11.28 20:00,2025.12.02 11:36,0.32,4216.64,4186.47,-753.83,71929.08,2.76,6.58,6.58,3,PROTECTING_PROFIT
cf0950716980,1,trace,3,MOMENTUM,SELL,2024.02.13 17:00,2024.02.15 16:30,1.00,1995.75,2005.67,-745.34,72069.16,2.96,5.22,5.22,3,PROTECTING_PROFIT
cf0950716980,2,trace,4,PULLBACK,BUY,2024.03.04 12:00,2024.03.04 16:16,2.17,2085.45,2094.51,1437.21,73506.37,5.01,5.22,5.22,5,PROTECTING_PROFIT
cf0950716980,3,trace,5,MOMENTUM,BUY,2024.03.04 16:20,2024.03.04 17:58,1.41,2095.68,2108.41,1313.35,74819.72,6.89,6.89,6.89,5,PROTECTING_PROFIT
cf0950716980,4,trace,6,MOMENTUM,BUY,2024.03.05 12:00,2024.03.05 15:34,1.24,2124.62,2139.41,1342.31,76162.03,8.80,8.80,8.80,4,PROTECTING_PROFIT
cf0950716980,5,trace,7,PULLBACK,BUY,2024.03.05 19:00,2024.03.06 16:32,0.93,2128.53,2141.83,840.58,77002.62,10.00,10.00,10.00,4,TARGET_HIT
52042b292eb9,1,trace,6,MOMENTUM,BUY,2026.01.22 20:05,2026.01.23 18:25,0.23,4908.68,4982.71,1231.62,73528.84,5.04,5.04,5.04,5,PROTECTING_PROFIT
52042b292eb9,2,trace,7,PULLBACK,BUY,2026.01.23 18:30,2026.01.26 02:41,0.30,4985.60,5051.90,1436.36,74965.20,7.09,7.09,7.09,5,PROTECTING_PROFIT
52042b292eb9,3,trace,8,PULLBACK,BUY,2026.01.26 17:00,2026.01.26 21:02,0.24,5096.39,5054.07,-746.15,74219.05,6.03,7.31,7.31,4,PROTECTING_PROFIT
52042b292eb9,4,trace,9,PULLBACK,BUY,2026.01.27 12:00,2026.01.28 03:41,0.18,5098.75,5208.97,1441.59,75660.64,8.09,8.09,8.09,4,PROTECTING_PROFIT
52042b292eb9,5,trace,10,MOMENTUM,BUY,2026.01.28 10:00,2026.01.28 23:48,0.17,5290.68,5396.70,1320.90,76981.54,9.97,9.97,9.97,4,PROTECTING_PROFIT
52042b292eb9,6,trace,11,PULLBACK,BUY,2026.02.11 12:00,2026.02.11 12:00,0.32,5063.01,5063.87,18.52,77000.06,10.00,10.00,10.00,5,TARGET_HIT
4bc76fa37aae,1,trace,6,MOMENTUM,BUY,2026.01.22 20:05,2026.01.23 18:25,0.23,4908.63,4982.66,1231.62,73528.84,5.04,5.04,5.04,5,PROTECTING_PROFIT
